Informe de palabras clave de búsqueda
1 de septiembre de 2026 - 21 de septiembre de 2026
Semana,Estado de las palabras clave,Palabra clave,Tipo de concordancia,Estado,Motivos del estado,Conversiones,Código de moneda,Coste/conv.,Coste,Impr.,Clics,CTR,CPC medio,Cuota impr. perd. de búsq. (ranking),Cuota impr. perdidas de parte sup. abs. de búsqueda (ranking),Tasa de conv.,Coste/todas las conversiones,Nivel de calidad,Duración media de la interacción por sesión (segundos) (GA4),Cuota de impr. de búsqueda,Relevancia del anuncio,Relevancia del anuncio (historial),Experiencia en la página de destino,Experiencia en la página de destino (historial)
2026-09-14,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"2,00",PEN,"48,96","97,92",472,42,"8,90%","2,33","79,28%",> 90%,"4,76%","48,96",5,"29,29","20,72%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"2,00",PEN,"13,07","26,15",89,11,"12,36%","2,38","73,15%",> 90%,"18,18%","13,07",5,"61,40","26,85%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,"0,00", --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-07,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-14,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","2,34",32,1,"3,13%","2,34","84,21%",> 90%,"0,00%",0,3,0,"15,79%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",4,0,"0,00%",0,"89,66%",> 90%,"0,00%",0,3,0,"10,34%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0,> 90%,> 90%,"0,00%",0,3,0,< 10%,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,Habilitado,empresa de videos,Concordancia amplia,Apto,,"2,00",PEN,"16,84","33,69",106,10,"9,43%","3,37","22,37%","29,78%","20,00%","16,84", --,"26,10","11,29%", --, --, --, --
2026-09-07,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","4,02",17,2,"11,76%","2,01","43,75%","68,75%","0,00%",0, --,"39,00","56,25%", --, --, --, --
2026-09-14,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",5,0,"0,00%",0,"80,95%",> 90%,"0,00%",0, --,0,"19,05%", --, --, --, --
2026-09-21,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0,> 90%,> 90%,"0,00%",0, --,0,< 10%, --, --, --, --
2026-08-31,En pausa,[video promo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-07,En pausa,[video promo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-14,En pausa,[video promo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,En pausa,[video promo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,Habilitado,spots publicitarios,Concordancia amplia,Apto,,"7,00",PEN,"24,90","174,30",704,58,"8,24%","3,01","37,77%","44,90%","12,07%","10,89",3,"13,97","10,72%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,spots publicitarios,Concordancia amplia,Apto,,"1,00",PEN,"110,30","110,30",792,49,"6,19%","2,25","74,71%","85,74%","2,04%","36,77",3,"14,26","15,47%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,Habilitado,spots publicitarios,Concordancia amplia,Apto,,"1,00",PEN,"16,40","16,40",88,6,"6,82%","2,73",> 90%,> 90%,"16,67%","16,40",3,"20,83",< 10%,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,spots publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",8,0,"0,00%",0,> 90%,> 90%,"0,00%",0,3,0,< 10%,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,Habilitado,videos corporativos,Concordancia amplia,Apto,,"5,00",PEN,"27,63","138,14",458,42,"9,17%","3,29","33,63%","44,01%","11,90%","17,27",5,"20,61","15,97%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,videos corporativos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","31,60",195,13,"6,67%","2,43","64,62%","79,86%","0,00%","10,53",5,"14,53","21,12%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,Habilitado,videos corporativos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",32,0,"0,00%",0,"73,74%",> 90%,"0,00%",0,5,0,"26,26%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,videos corporativos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",7,0,"0,00%",0,"71,43%",> 90%,"0,00%",0,5,0,"28,57%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
 --, --,,Total: Todas las palabras clave excepto las retiradas, --,,"51,00",PEN,"33,34","1700,36",7.915,626,"7,91%","2,72","52,09%","63,05%","8,15%","15,89", --,"19,34","15,86%", --, --, --, --
 --, --,,Total: Todas las palabras clave excepto las retiradas, --,,0,PEN,0,0,0,0, --,0, --, --, --,0, --,0, --, --, --, --, --
 --, --,,Total: Todas las palabras clave excepto las retiradas, --,,0, --,0,0,0,0, --,0, --, --, --,0, --,0, --, --, --, --, --
2026-08-31, --,,Total: Todas las palabras clave excepto las retiradas, --,,0, --,0,0,0,0, --,0, --, --, --,0, --,0, --, --, --, --, --
2026-09-07, --,,Total: Todas las palabras clave excepto las retiradas, --,,0, --,0,0,0,0, --,0, --, --, --,0, --,0, --, --, --, --, --
2026-09-14, --,,Total: Todas las palabras clave excepto las retiradas, --,,0, --,0,0,0,0, --,0, --, --, --,0, --,0, --, --, --, --, --
2026-09-21, --,,Total: Todas las palabras clave excepto las retiradas, --,,0, --,0,0,0,0, --,0, --, --, --,0, --,0, --, --, --, --, --
 --, --,,Total: Todas las palabras clave excepto las retiradas, --,,0, --,0,0,0,0, --,0, --, --, --,0, --,0, --, --, --, --, --
2026-08-31, --,,Total: Todas las palabras clave excepto las retiradas, --,,"35,00",PEN,"23,68","828,77",3.025,261,"8,63%","3,18","34,31%","42,70%","13,41%","12,56", --,"17,44","12,62%", --, --, --, --
2026-09-07, --,,Total: Todas las palabras clave excepto las retiradas, --,,"10,00",PEN,"67,59","675,85",3.824,281,"7,35%","2,41","71,61%","85,57%","3,56%","19,31", --,"18,60","20,27%", --, --, --, --
2026-09-14, --,,Total: Todas las palabras clave excepto las retiradas, --,,"4,00",PEN,"41,72","166,87",941,71,"7,55%","2,35","81,74%",> 90%,"5,63%","41,72", --,"23,61","18,26%", --, --, --, --
2026-09-21, --,,Total: Todas las palabras clave excepto las retiradas, --,,"2,00",PEN,"14,43","28,87",125,13,"10,40%","2,22","80,47%",> 90%,"15,38%","14,43", --,"48,92","19,53%", --, --, --, --
,,,Total: Palabras clave de tu grupo de anuncios,,,"51,00",PEN,"33,34","1700,36",7.915,626,"7,91%","2,72","52,09%","63,05%","8,15%","15,89",,"19,34","15,86%",,,,
2026-09-07,,,Total: Palabras clave de tu grupo de anuncios,,,"10,00",PEN,"67,59","675,85",3.824,281,"7,35%","2,41","71,61%","85,57%","3,56%","19,31",,"18,60","20,27%",,,,
2026-09-14,,,Total: Palabras clave de tu grupo de anuncios,,,"4,00",PEN,"41,72","166,87",941,71,"7,55%","2,35","81,74%",> 90%,"5,63%","41,72",,"23,61","18,26%",,,,
2026-09-21,,,Total: Palabras clave de tu grupo de anuncios,,,"2,00",PEN,"14,43","28,87",125,13,"10,40%","2,22","80,47%",> 90%,"15,38%","14,43",,"48,92","19,53%",,,,
2026-08-31,,,Total: Palabras clave de tu grupo de anuncios,,,"35,00",PEN,"23,68","828,77",3.025,261,"8,63%","3,18","34,31%","42,70%","13,41%","12,56",,"17,44","12,62%",,,,
,,,Total: Tus palabras clave,,,"51,00",PEN,"33,34","1700,36",7.915,626,"7,91%","2,72", --, --,"8,15%","15,89",,0, --,,,,
2026-09-07,,,Total: Tus palabras clave,,,"10,00",PEN,"67,59","675,85",3.824,281,"7,35%","2,41", --, --,"3,56%","19,31",,0, --,,,,
2026-09-21,,,Total: Tus palabras clave,,,"2,00",PEN,"14,43","28,87",125,13,"10,40%","2,22", --, --,"15,38%","14,43",,0, --,,,,
2026-08-31,,,Total: Tus palabras clave,,,"35,00",PEN,"23,68","828,77",3.025,261,"8,63%","3,18", --, --,"13,41%","12,56",,0, --,,,,
2026-09-14,,,Total: Tus palabras clave,,,"4,00",PEN,"41,72","166,87",941,71,"7,55%","2,35", --, --,"5,63%","41,72",,0, --,,,,
,,,Total: Concordancias ampliadas de AI Max,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-09-14,,,Total: Concordancias ampliadas de AI Max,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-09-07,,,Total: Concordancias ampliadas de AI Max,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-09-21,,,Total: Concordancias ampliadas de AI Max,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-08-31,,,Total: Concordancias ampliadas de AI Max,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
,,,Total: Coincidencias de página de destino de AI Max,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-09-21,,,Total: Coincidencias de página de destino de AI Max,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-08-31,,,Total: Coincidencias de página de destino de AI Max,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-09-07,,,Total: Coincidencias de página de destino de AI Max,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-09-14,,,Total: Coincidencias de página de destino de AI Max,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
,,,Total: Inclusiones de URLs de tu grupo de anuncios,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-09-14,,,Total: Inclusiones de URLs de tu grupo de anuncios,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-09-21,,,Total: Inclusiones de URLs de tu grupo de anuncios,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-08-31,,,Total: Inclusiones de URLs de tu grupo de anuncios,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
2026-09-07,,,Total: Inclusiones de URLs de tu grupo de anuncios,,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,,0, --,,,,
,,,Total: Grupo de anuncios,,,"51,00",PEN,"33,34","1700,36",7.915,626,"7,91%","2,72","52,09%","63,05%","8,15%","15,89",,"19,34","15,86%",,,,
2026-09-14,,,Total: Grupo de anuncios,,,"4,00",PEN,"41,72","166,87",941,71,"7,55%","2,35","81,74%",> 90%,"5,63%","41,72",,"23,61","18,26%",,,,
2026-09-07,,,Total: Grupo de anuncios,,,"10,00",PEN,"67,59","675,85",3.824,281,"7,35%","2,41","71,61%","85,57%","3,56%","19,31",,"18,60","20,27%",,,,
2026-09-21,,,Total: Grupo de anuncios,,,"2,00",PEN,"14,43","28,87",125,13,"10,40%","2,22","80,47%",> 90%,"15,38%","14,43",,"48,92","19,53%",,,,
2026-08-31,,,Total: Grupo de anuncios,,,"35,00",PEN,"23,68","828,77",3.025,261,"8,63%","3,18","34,31%","42,70%","13,41%","12,56",,"17,50","12,62%",,,,
