Informe de palabras clave de búsqueda
1 de junio de 2026 - 20 de septiembre de 2026
Semana,Estado de las palabras clave,Palabra clave,Tipo de concordancia,Estado,Motivos del estado,Conversiones,Código de moneda,Coste/conv.,Coste,Impr.,Clics,CTR,CPC medio,Cuota impr. perd. de búsq. (ranking),Cuota impr. perdidas de parte sup. abs. de búsqueda (ranking),Tasa de conv.,Coste/todas las conversiones,Nivel de calidad,Duración media de la interacción por sesión (segundos) (GA4),Cuota de impr. de búsqueda
2026-07-06,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","39,93",70,7,"10,00%","5,70","28,40%","62,96%","0,00%",0, --,"9,00","61,73%"
2026-07-13,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","46,35",33,4,"12,12%","11,59","27,08%","54,17%","0,00%",0, --,"12,75","47,92%"
2026-07-20,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",3,0,"0,00%",0,"62,50%","75,00%","0,00%",0, --,0,"25,00%"
2026-07-27,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",10,0,"0,00%",0,"0,00%","8,70%","0,00%",0, --,0,"43,48%"
2026-08-03,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",12,0,"0,00%",0,"31,82%","59,09%","0,00%",0, --,0,"45,45%"
2026-08-10,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"2,00",PEN,"3,53","7,06",26,3,"11,54%","2,35","18,60%","50,00%","66,67%","3,53", --,"24,75","55,81%"
2026-08-17,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"2,00",PEN,"5,55","11,09",18,3,"16,67%","3,70","33,33%","60,00%","66,67%","5,55", --,"8,33","66,67%"
2026-08-24,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","6,25",11,2,"18,18%","3,12","21,95%","34,15%","0,00%",0, --,"10,00","26,83%"
2026-08-31,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","4,02",7,1,"14,29%","4,02","0,00%","23,81%","0,00%",0, --,"0,00","33,33%"
2026-09-07,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-08,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-15,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-22,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-29,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-06,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-13,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-20,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-27,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-03,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-10,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-17,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","2,85",23,1,"4,35%","2,85","41,18%","73,53%","0,00%",0,5,"0,00","55,88%"
2026-08-24,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"1,00",PEN,"0,98","0,98",6,1,"16,67%","0,98","5,00%","10,00%","100,00%","0,98",5,"7,50","30,00%"
2026-08-31,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-09-07,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-09-14,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-01,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-08,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-15,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-22,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-29,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",2,0,"0,00%",0,"0,00%",> 90%,"0,00%",0,5,0,"100,00%"
2026-07-06,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",1,0,"0,00%",0,"0,00%",> 90%,"0,00%",0,5,0,"100,00%"
2026-07-13,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-20,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","7,48",3,1,"33,33%","7,48","40,00%","40,00%","0,00%","7,48",5,"45,00","40,00%"
2026-07-27,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","2,39",8,1,"12,50%","2,39","0,00%","30,00%","0,00%",0,5,"34,00","40,00%"
2026-08-03,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",5,0,"0,00%",0,"20,00%","33,33%","0,00%",0,5,0,"33,33%"
2026-08-10,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"1,00",PEN,"10,16","10,16",12,4,"33,33%","2,54","0,00%","60,00%","25,00%","10,16",5,"18,25","90,00%"
2026-08-17,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"1,00",PEN,"9,80","9,80",4,1,"25,00%","9,80","40,00%","80,00%","100,00%","9,80",5,"32,00","60,00%"
2026-08-24,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",2,0,"0,00%",0,"12,50%","12,50%","0,00%",0,5,0,"25,00%"
2026-08-31,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-09-07,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-09-14,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-01,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",12,0,"0,00%",0,"16,67%","58,33%","0,00%",0, --,0,"75,00%"
2026-06-08,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","27,92",11,2,"18,18%","13,96","25,00%","50,00%","0,00%",0, --,"4,00","58,33%"
2026-06-15,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","29,06",10,2,"20,00%","14,53","12,50%","66,67%","0,00%",0, --,"3,50","87,50%"
2026-06-22,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",22,0,"0,00%",0,"12,50%","68,75%","0,00%",0, --,0,"81,25%"
2026-06-29,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","9,49",6,2,"33,33%","4,74","60,00%","90,00%","0,00%",0, --,"10,00","40,00%"
2026-07-06,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"1,00",PEN,"46,17","46,17",19,4,"21,05%","11,54","25,00%","50,00%","25,00%","46,17", --,"32,60","65,00%"
2026-07-13,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",8,0,"0,00%",0,"10,00%","60,00%","0,00%",0, --,0,"60,00%"
2026-07-20,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0,"66,67%","66,67%","0,00%",0, --,0,< 10%
2026-07-27,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",3,0,"0,00%",0,"50,00%","83,33%","0,00%",0, --,0,"50,00%"
2026-08-10,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"1,00",PEN,"4,50","4,50",10,1,"10,00%","4,50","21,43%","71,43%","100,00%","4,50", --,"0,00","64,29%"
2026-08-17,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",6,0,"0,00%",0,"25,00%","50,00%","0,00%",0, --,0,"75,00%"
2026-08-24,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"1,00",PEN,"8,58","8,58",12,1,"8,33%","8,58","6,25%","37,50%","100,00%","8,58", --,"34,00","62,50%"
2026-08-31,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",1,0,"0,00%",0,"16,67%","16,67%","0,00%",0, --,0,"16,67%"
2026-09-07,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","10,63",98,2,"2,04%","5,32","42,05%","69,23%","0,00%",0,3,"17,33","35,90%"
2026-06-08,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"1,00",PEN,"14,44","14,44",105,4,"3,81%","3,61","38,61%","68,63%","25,00%","14,44",3,"8,00","37,62%"
2026-06-15,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","3,18",67,1,"1,49%","3,18","51,27%","71,36%","0,00%",0,3,"147,00","25,38%"
2026-06-22,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","8,39",66,2,"3,03%","4,20","51,22%","73,17%","0,00%",0,3,"2,50","29,88%"
2026-06-29,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","25,93",48,3,"6,25%","8,64","68,00%",> 90%,"0,00%",0,3,"0,00","32,00%"
2026-07-06,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",43,0,"0,00%",0,"59,02%","81,15%","0,00%",0,3,0,"28,69%"
2026-07-13,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","26,74",48,4,"8,33%","6,69","30,65%","47,24%","0,00%",0,3,"0,00","33,87%"
2026-07-20,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","1,14",4,1,"25,00%","1,14","24,14%","34,48%","0,00%",0,3,"0,00","13,79%"
2026-07-27,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-03,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-10,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-17,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
